Które z ponizszych zadań nie odnosi się do modelu optyki geometrycznej?,światło rozchodzi się jako strumień promieni,energia światła przenosi się nie poprzez ściśle okreliony tor ale jednocześnie wieloma drogami,obowiązuje gdy rozmiar przedmiotów jest porównywalny z dlugoscia fali,promienie biegną prostoliniowo do odla Swiatia a do momentu gdy napotkają przeszkodę lub zmianę ośrodka,FALSE,TRUE,TRUE,FALSE,10 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=252,
Które ze stwierdzeń nie jest prawdziwe w przypadku polaryzacji złącza p-n w kierunku przewodzenia?,bariera potencjalu maleje o wartość napięcia zewnętrznego,Rośnie prad dyfuzji elektronów z obszaru n do p i dziur z obszaru p do n,Rośnie prawdopodobieństwo przejścia nosników mniejszościowych przez warstwę zaporową,Prąd dyfuzji nośrków większościowych znacznie większy niz prąd unoszenia nośników mniejszościowych,TRUE,TRUE,FALSE,TRUE,11 od Piotrka,https://home.agh.edu.pl/~brudnik/downloads/LabEE/Wyklady/EiTwyklad_03.pdf,
Prawdopodobieństwo tunelowania cząstki przez barierę:,wzrasta liniowo wraz ze wzrostem szerokości bariery,maleje eksponencjalnie ze wzrostem szerokości bariery,wzrasta eksponencjalnie ze wzrostem szerokości bariery,maleje liniowo wraz ze wzrostem szerokości bariery,FALSE,TRUE,FALSE,FALSE,12 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=434,
Długość fali dla której przypada maksimum zdolności emisyjnej ciała doskonale czarnego zgodnie z prawem Wiena jest:,odwrotnie proporcjonalna do temperatury w drugiej potędze,proporcjonalna do temperatury w 4 potędze,proporcjonalna do temperatury w 2 potędze,odwrotnie proporcjonalna do temperatury,FALSE,FALSE,FALSE,TRUE,13 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=62,
"Dwa równoległe przewodniki, w których płynie prąd w przeciwnych kierunkach:",przyciągają się,odpychają się na skutek działania siły elektrostatycznej,odpychają się na skutek działania siły elektromotorycznej,odpychają się na skutek działania siły elektrodynamicznej,FALSE,FALSE,FALSE,TRUE,14 od Piotrka,,https://www.edukator.pl/resources/page/przewodnik-z-pradem-w-polu-magnetycznym/7709
Które z poniższych nie jest promieniowaniem pochodzenia jądrowego?,alfa,beta,gamma,X,FALSE,FALSE,FALSE,TRUE,15 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=272,
Oddziaływania silne to oddziaływania:,utrzymujące elektrony na powłokach atomowych,odpowiedzialne za rozpad B,pomiędzy kwarkami,"utrzymujące atom jako całość, jako oddziaływanie między elektronem a protonem",FALSE,FALSE,TRUE,FALSE,16 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=27,
Wskaż zdanie prawdziwe:,Przewodnictwo typu n polega na przemieszczaniu elektronów w paśmie przewodnictwa w kierunku przeciwnym do kierunku wektora zewnętrznego pola elektrycznego.,Przewodnictwo typu p wiąże się przesuwaniem się ładunków dodatnich w paśmie przewodnictwa zgodnie z kierunkiem wektora zewnętrznego pola elektrycznego.,Przewodnictwo typu p wiąże się przesuwaniem się ładunków dodatnich w paśmie podstawowym zgodnie z kierunkiem wektora zewnętrznego pola elektrycznego.,Przewodnictwo typu n polega na przemieszczaniu elektronów w paśmie podstawowym w kierunku zgodnym z kierunkiem wektora zewnętrznego pola elektrycznego.,TRUE,FALSE,FALSE,FALSE,17 od Piortka,https://pl.wikipedia.org/wiki/Przewodnictwo_elektronowe https://pl.wikipedia.org/wiki/Przewodnictwo_dziurowe,
Która z poniższych cech fotonów nie jest prawdziwa?,zmieniając ośrodek zmienia się długość fali z nim stowarzyszonej,nie posiada masy spoczynkowej,w ośrodku (innym niż próżnia) prędkość fotonu zależy od współczynnika załamania,zmieniając ośrodek zmienia się częstotliwość fali z nim stowarzyszonej,FALSE,FALSE,FALSE,TRUE,18 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=67,
Wskaz zdanie nieprawdziwe w odniesieniu do pasma walencyjnego.,"Jest to zakres energii, jaką posiadają elektrony uwolnione z atomu, będące wówczas nośnikami swobodnymi w ciele stałym.","Jest to zakres energii, jaką posiadają elektrony słabo związane z atomem.",W izolatorach i półprzewodnikach pasmo walencyjne jest całkowicie zapełnione.,"Jest to maksymalny poziom energetyczny elektronów w atomie, znajdującym się w temperaturze zera bezwzględnego.",TRUE,FALSE,FALSE,FALSE,19 od Piortka,https://pl.wikipedia.org/wiki/Pasmowa_teoria_przewodnictwa#Energetyczny_model_pasmowy,
Które ze stwierdzeń jest słuszne dla ferromagnetyków?,Bez zewnętrznego pola magnetycznego występuje całkowite uporządkowanie magnetycznych dipoli atomowych w obrębie domen ferromagnetyka.,W zewnętrznym polu magnetycznym ferromagnetyki ustawiają się wzdłuż linii pola magnetycznego.,Magnetyczne dipole atomowe w obrębie domeny zorientowane są losowo i znoszą się wzajemnie.,W zewnętrznym polu magnetycznym domeny ferromagnetyka magnesują się przeciwnie do tego pola.,TRUE,TRUE,FALSE,FALSE,20 od Piotrka,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=217,
Zgodnie z postulatem Bohra:,Elektron w atomie wodoru porusza się po kołowej orbicie dookoła jądra pod wpływem siły coulombowskiej i zgodnie z prawami Newtona,Elektron poruszający się po orbicie stacjonarnej wypromieniowuje energię elektromagnetyczną,Atom przechodząc pomiędzy poziomami energetycznymi wypromieniowuje energię elektromagnetyczną,"Elektron może poruszać się po takiej orbicie, dla której moment siły jest równy wielokrotności stałej Plancka",TRUE,FALSE,TRUE,FALSE,,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=6,
"Pojemność izolowanej kuli o promieniu R, naładowanej ładunkiem powierzchniowym Q wynosi: (Wybierz wszystkie poprawne)",Q/(4πR^2 ),Q/R,R/k,4πRE0,FALSE,FALSE,TRUE,TRUE,,https://sokoloowski.pl/agh/fizyka/wyklady.pdf#page=131,
